60	2	0	1	1	1	3
60	2	1	1	1	3	3
60	2	2	1	1	5	3
60	2	3	1	1	7	3
60	2	4	1	1	1	2
60	2	5	1	1	3	2
60	2	6	1	1	5	2
60	2	7	1	1	7	2
60	2	8	1	1	9	3
60	2	9	1	1	11	3
60	2	10	1	1	13	3
60	2	11	1	1	15	3
60	2	12	1	1	9	2
60	2	13	1	1	11	2
60	2	14	1	1	13	2
60	2	15	1	1	15	2
60	2	16	1	1	2	3
60	2	17	1	1	4	3
60	2	18	1	1	6	3
60	2	19	1	1	8	3
60	2	20	1	1	2	2
60	2	21	1	1	4	2
60	2	22	1	1	6	2
60	2	23	1	1	8	2
60	2	24	1	1	10	3
60	2	25	1	1	12	3
60	2	26	1	1	14	3
60	2	27	1	1	16	3
60	2	28	1	1	10	2
60	2	29	1	1	12	2
60	2	30	1	1	14	2
60	2	31	1	1	16	2
60	9	0	1	1	17	3
60	9	1	1	1	19	3
60	9	2	1	1	21	3
60	9	3	1	1	23	3
60	9	4	1	1	17	2
60	9	5	1	1	19	2
60	9	6	1	1	21	2
60	9	7	1	1	23	2
60	9	8	1	1	25	3
60	9	9	1	1	27	3
60	9	10	1	1	29	3
60	9	11	1	1	31	3
60	9	12	1	1	25	2
60	9	13	1	1	27	2
60	9	14	1	1	29	2
60	9	15	1	1	31	2
60	9	16	1	1	18	3
60	9	17	1	1	20	3
60	9	18	1	1	22	3
60	9	19	1	1	24	3
60	9	20	1	1	18	2
60	9	21	1	1	20	2
60	9	22	1	1	22	2
60	9	23	1	1	24	2
60	9	24	1	1	26	3
60	9	25	1	1	28	3
60	9	26	1	1	30	3
60	9	27	1	1	32	3
60	9	28	1	1	26	2
60	9	29	1	1	28	2
60	9	30	1	1	30	2
60	9	31	1	1	32	2
60	10	0	1	1	33	3
60	10	1	1	1	35	3
60	10	2	1	1	37	3
60	10	3	1	1	39	3
60	10	4	1	1	33	2
60	10	5	1	1	35	2
60	10	6	1	1	37	2
60	10	7	1	1	39	2
60	10	8	1	1	41	3
60	10	9	1	1	43	3
60	10	10	1	1	45	3
60	10	11	1	1	47	3
60	10	12	1	1	41	2
60	10	13	1	1	43	2
60	10	14	1	1	45	2
60	10	15	1	1	47	2
60	10	16	1	1	34	3
60	10	17	1	1	36	3
60	10	18	1	1	38	3
60	10	19	1	1	40	3
60	10	20	1	1	34	2
60	10	21	1	1	36	2
60	10	22	1	1	38	2
60	10	23	1	1	40	2
60	10	24	1	1	42	3
60	10	25	1	1	44	3
60	10	26	1	1	46	3
60	10	27	1	1	48	3
60	10	28	1	1	42	2
60	10	29	1	1	44	2
60	10	30	1	1	46	2
60	10	31	1	1	48	2
