-0   11 
-0.2   4658 
-0.4   9299 
-0.6   13926 
-0.8   18562 
-1   23196 
-1.2   27835 
-1.4   32465 
-1.6   37107 
-1.8   41740 
-2   46370 
-2.2   51005 
-2.4   55636 
-2.6   60279 
-2.8   64907 
-3   69543 
-3.2   74171 
-3.4   78804 
-3.6   83441 
-3.8   88070 
-4   92710 
-4.2   97345 
-4.4   101979 
-4.6   106609 
-4.8   111247 
