#, 1st Col , Must be S or #,, ,,,,(S=UsedSlot #=comment)
#, Crate No,   Crate Name  ,Crate Type, Slot,Chan,Sys,Detector,Element
#,"FADC , for slots I am assuming that the TI is in the middle in slot 8 ",,,,,,,
#,L1 Group,,,,,,,
S,1,ADCBAND,FADC250,4,2,ADC,BAND,313A_L
S,1,ADCBAND,FADC250,4,3,ADC,BAND,413A_L
S,1,ADCBAND,FADC250,4,4,ADC,BAND,513A_L
S,1,ADCBAND,FADC250,4,5,ADC,BAND,114A_L
S,1,ADCBAND,FADC250,4,6,ADC,BAND,214A_L
S,1,ADCBAND,FADC250,4,7,ADC,BAND,314A_L
S,1,ADCBAND,FADC250,4,8,ADC,BAND,414A_L
S,1,ADCBAND,FADC250,4,9,ADC,BAND,514A_L
S,1,ADCBAND,FADC250,4,10,ADC,BAND,115A_L
S,1,ADCBAND,FADC250,4,11,ADC,BAND,215A_L
S,1,ADCBAND,FADC250,4,12,ADC,BAND,315A_L
S,1,ADCBAND,FADC250,4,13,ADC,BAND,415A_L
S,1,ADCBAND,FADC250,4,14,ADC,BAND,515A_L
S,1,ADCBAND,FADC250,4,15,ADC,BAND,V05
#,L6 Group,,,,,,,
S,1,ADCBAND,FADC250,5,0,ADC,BAND,111A_R
S,1,ADCBAND,FADC250,5,1,ADC,BAND,211A_R
S,1,ADCBAND,FADC250,5,2,ADC,BAND,311A_R
S,1,ADCBAND,FADC250,5,3,ADC,BAND,411A_R
S,1,ADCBAND,FADC250,5,4,ADC,BAND,511A_R
S,1,ADCBAND,FADC250,5,5,ADC,BAND,112A_R
S,1,ADCBAND,FADC250,5,6,ADC,BAND,212A_R
S,1,ADCBAND,FADC250,5,7,ADC,BAND,312A_R
S,1,ADCBAND,FADC250,5,8,ADC,BAND,412A_R
S,1,ADCBAND,FADC250,5,9,ADC,BAND,512A_R
S,1,ADCBAND,FADC250,5,10,ADC,BAND,113A_R
S,1,ADCBAND,FADC250,5,11,ADC,BAND,213A_R
S,1,ADCBAND,FADC250,5,12,ADC,BAND,313A_R
S,1,ADCBAND,FADC250,5,13,ADC,BAND,413A_R
S,1,ADCBAND,FADC250,5,14,ADC,BAND,513A_R
S,1,ADCBAND,FADC250,5,15,ADC,BAND,V06
#,L7 Group,,,,,,,
S,1,ADCBAND,FADC250,6,0,ADC,BAND,114A_R
S,1,ADCBAND,FADC250,6,1,ADC,BAND,214A_R
S,1,ADCBAND,FADC250,6,2,ADC,BAND,314A_R
S,1,ADCBAND,FADC250,6,3,ADC,BAND,414A_R
S,1,ADCBAND,FADC250,6,4,ADC,BAND,514A_R
S,1,ADCBAND,FADC250,6,5,ADC,BAND,115A_R
S,1,ADCBAND,FADC250,6,6,ADC,BAND,215A_R
S,1,ADCBAND,FADC250,6,7,ADC,BAND,315A_R
S,1,ADCBAND,FADC250,6,8,ADC,BAND,415A_R
S,1,ADCBAND,FADC250,6,9,ADC,BAND,515A_R
S,1,ADCBAND,FADC250,6,10,ADC,BAND,V07
S,1,ADCBAND,FADC250,6,11,ADC,BAND,V08
S,1,ADCBAND,FADC250,6,12,ADC,BAND,V09
S,1,ADCBAND,FADC250,6,13,ADC,BAND,V10
S,1,ADCBAND,FADC250,6,14,ADC,BAND,V17
S,1,ADCBAND,FADC250,6,15,ADC,BAND,V18
#,L8 Group,,,,,,,
S,1,ADCBAND,FADC250,7,0,ADC,BAND,116A_R
S,1,ADCBAND,FADC250,7,1,ADC,BAND,216A_R
S,1,ADCBAND,FADC250,7,2,ADC,BAND,316A_R
S,1,ADCBAND,FADC250,7,3,ADC,BAND,416A_R
S,1,ADCBAND,FADC250,7,4,ADC,BAND,116A_L
S,1,ADCBAND,FADC250,7,5,ADC,BAND,216A_L
S,1,ADCBAND,FADC250,7,6,ADC,BAND,316A_L
S,1,ADCBAND,FADC250,7,7,ADC,BAND,416A_L
S,1,ADCBAND,FADC250,7,8,ADC,BAND,117_L
S,1,ADCBAND,FADC250,7,9,ADC,BAND,217_L
S,1,ADCBAND,FADC250,7,10,ADC,BAND,317_L
S,1,ADCBAND,FADC250,7,11,ADC,BAND,417_L
S,1,ADCBAND,FADC250,7,12,ADC,BAND,118_L
S,1,ADCBAND,FADC250,7,13,ADC,BAND,218_L
S,1,ADCBAND,FADC250,7,14,ADC,BAND,318_L
S,1,ADCBAND,FADC250,7,15,ADC,BAND,418_L
#,R1 Group,,,,,,,
S,1,ADCBAND,FADC250,9,0,ADC,BAND,101_R
S,1,ADCBAND,FADC250,9,1,ADC,BAND,201_R
S,1,ADCBAND,FADC250,9,2,ADC,BAND,301_R
S,1,ADCBAND,FADC250,9,3,ADC,BAND,401_R
S,1,ADCBAND,FADC250,9,4,ADC,BAND,501_R
S,1,ADCBAND,FADC250,9,5,ADC,BAND,102_R
S,1,ADCBAND,FADC250,9,6,ADC,BAND,202_R
S,1,ADCBAND,FADC250,9,7,ADC,BAND,302_R
S,1,ADCBAND,FADC250,9,8,ADC,BAND,402_R
S,1,ADCBAND,FADC250,9,9,ADC,BAND,502_R
S,1,ADCBAND,FADC250,9,10,ADC,BAND,103_R
S,1,ADCBAND,FADC250,9,11,ADC,BAND,203_R
S,1,ADCBAND,FADC250,9,12,ADC,BAND,303_R
S,1,ADCBAND,FADC250,9,13,ADC,BAND,403_R
S,1,ADCBAND,FADC250,9,14,ADC,BAND,503_R
S,1,ADCBAND,FADC250,9,15,ADC,BAND,V11B
#,R2 Group,,,,,,,
S,1,ADCBAND,FADC250,10,0,ADC,BAND,104_R
S,1,ADCBAND,FADC250,10,1,ADC,BAND,204_R
S,1,ADCBAND,FADC250,10,2,ADC,BAND,304_R
S,1,ADCBAND,FADC250,10,3,ADC,BAND,404_R
S,1,ADCBAND,FADC250,10,4,ADC,BAND,504_R
S,1,ADCBAND,FADC250,10,5,ADC,BAND,105_R
S,1,ADCBAND,FADC250,10,6,ADC,BAND,205_R
S,1,ADCBAND,FADC250,10,7,ADC,BAND,305_R
S,1,ADCBAND,FADC250,10,8,ADC,BAND,405_R
S,1,ADCBAND,FADC250,10,9,ADC,BAND,505_R
S,1,ADCBAND,FADC250,10,10,ADC,BAND,106_R
S,1,ADCBAND,FADC250,10,11,ADC,BAND,206_R
S,1,ADCBAND,FADC250,10,12,ADC,BAND,306_R
S,1,ADCBAND,FADC250,10,13,ADC,BAND,406_R
S,1,ADCBAND,FADC250,10,14,ADC,BAND,506_R
S,1,ADCBAND,FADC250,10,15,ADC,BAND,V12B
#,R3 Group,,,,,,,
S,1,ADCBAND,FADC250,11,0,ADC,BAND,107_R
S,1,ADCBAND,FADC250,11,1,ADC,BAND,207_R
S,1,ADCBAND,FADC250,11,2,ADC,BAND,307_R
S,1,ADCBAND,FADC250,11,3,ADC,BAND,407_R
S,1,ADCBAND,FADC250,11,4,ADC,BAND,507_R
S,1,ADCBAND,FADC250,11,5,ADC,BAND,108_R
S,1,ADCBAND,FADC250,11,6,ADC,BAND,208_R
S,1,ADCBAND,FADC250,11,7,ADC,BAND,308_R
S,1,ADCBAND,FADC250,11,8,ADC,BAND,408_R
S,1,ADCBAND,FADC250,11,9,ADC,BAND,508_R
S,1,ADCBAND,FADC250,11,10,ADC,BAND,109_R
S,1,ADCBAND,FADC250,11,11,ADC,BAND,209_R
S,1,ADCBAND,FADC250,11,12,ADC,BAND,309_R
S,1,ADCBAND,FADC250,11,13,ADC,BAND,409_R
S,1,ADCBAND,FADC250,11,14,ADC,BAND,509_R
S,1,ADCBAND,FADC250,11,15,ADC,BAND,V13B
#,R4 Group,,,,,,,
S,1,ADCBAND,FADC250,12,0,ADC,BAND,110_R
S,1,ADCBAND,FADC250,12,1,ADC,BAND,210_R
S,1,ADCBAND,FADC250,12,2,ADC,BAND,310_R
S,1,ADCBAND,FADC250,12,3,ADC,BAND,410_R
S,1,ADCBAND,FADC250,12,4,ADC,BAND,510_R
S,1,ADCBAND,FADC250,12,5,ADC,BAND,111B_R
S,1,ADCBAND,FADC250,12,6,ADC,BAND,211B_R
S,1,ADCBAND,FADC250,12,7,ADC,BAND,311B_R
S,1,ADCBAND,FADC250,12,8,ADC,BAND,411B_R
S,1,ADCBAND,FADC250,12,9,ADC,BAND,511B_R
S,1,ADCBAND,FADC250,12,10,ADC,BAND,112B_R
S,1,ADCBAND,FADC250,12,11,ADC,BAND,212B_R
S,1,ADCBAND,FADC250,12,12,ADC,BAND,312B_R
S,1,ADCBAND,FADC250,12,13,ADC,BAND,412B_R
S,1,ADCBAND,FADC250,12,14,ADC,BAND,512B_R
S,1,ADCBAND,FADC250,12,15,ADC,BAND,V14B
#,R5 Group,,,,,,,
S,1,ADCBAND,FADC250,13,0,ADC,BAND,113B_R
S,1,ADCBAND,FADC250,13,1,ADC,BAND,213B_R
S,1,ADCBAND,FADC250,13,2,ADC,BAND,313B_R
S,1,ADCBAND,FADC250,13,3,ADC,BAND,413B_R
S,1,ADCBAND,FADC250,13,4,ADC,BAND,513B_R
S,1,ADCBAND,FADC250,13,5,ADC,BAND,114B_R
S,1,ADCBAND,FADC250,13,6,ADC,BAND,214B_R
S,1,ADCBAND,FADC250,13,7,ADC,BAND,314B_R
S,1,ADCBAND,FADC250,13,8,ADC,BAND,414B_R
S,1,ADCBAND,FADC250,13,9,ADC,BAND,514B_R
S,1,ADCBAND,FADC250,13,10,ADC,BAND,115B_R
S,1,ADCBAND,FADC250,13,11,ADC,BAND,215B_R
S,1,ADCBAND,FADC250,13,12,ADC,BAND,315B_R
S,1,ADCBAND,FADC250,13,13,ADC,BAND,415B_R
S,1,ADCBAND,FADC250,13,14,ADC,BAND,515B_R
S,1,ADCBAND,FADC250,13,15,ADC,BAND,V15B
#,R6 Group,,,,,,,
S,1,ADCBAND,FADC250,14,0,ADC,BAND,111B_L
S,1,ADCBAND,FADC250,14,1,ADC,BAND,211B_L
S,1,ADCBAND,FADC250,14,2,ADC,BAND,311B_L
S,1,ADCBAND,FADC250,14,3,ADC,BAND,411B_L
S,1,ADCBAND,FADC250,14,4,ADC,BAND,511B_L
S,1,ADCBAND,FADC250,14,5,ADC,BAND,112B_L
S,1,ADCBAND,FADC250,14,6,ADC,BAND,212B_L
S,1,ADCBAND,FADC250,14,7,ADC,BAND,312B_L
S,1,ADCBAND,FADC250,14,8,ADC,BAND,412B_L
S,1,ADCBAND,FADC250,14,9,ADC,BAND,512B_L
S,1,ADCBAND,FADC250,14,10,ADC,BAND,113B_L
S,1,ADCBAND,FADC250,14,11,ADC,BAND,213B_L
S,1,ADCBAND,FADC250,14,12,ADC,BAND,313B_L
S,1,ADCBAND,FADC250,14,13,ADC,BAND,413B_L
S,1,ADCBAND,FADC250,14,14,ADC,BAND,513B_L
S,1,ADCBAND,FADC250,14,15,ADC,BAND,V16B
#,R7 Group,,,,,,,
S,1,ADCBAND,FADC250,15,0,ADC,BAND,114B_L
S,1,ADCBAND,FADC250,15,1,ADC,BAND,214B_L
S,1,ADCBAND,FADC250,15,2,ADC,BAND,314B_L
S,1,ADCBAND,FADC250,15,3,ADC,BAND,414B_L
S,1,ADCBAND,FADC250,15,4,ADC,BAND,514B_L
S,1,ADCBAND,FADC250,15,5,ADC,BAND,115B_L
S,1,ADCBAND,FADC250,15,6,ADC,BAND,215B_L
S,1,ADCBAND,FADC250,15,7,ADC,BAND,315B_L
S,1,ADCBAND,FADC250,15,8,ADC,BAND,415B_L
S,1,ADCBAND,FADC250,15,9,ADC,BAND,515B_L
S,1,ADCBAND,FADC250,15,10,ADC,BAND,V11A
S,1,ADCBAND,FADC250,15,11,ADC,BAND,V12A
S,1,ADCBAND,FADC250,15,12,ADC,BAND,V13A
S,1,ADCBAND,FADC250,15,13,ADC,BAND,V14A
S,1,ADCBAND,FADC250,15,14,ADC,BAND,V15A
S,1,ADCBAND,FADC250,15,15,ADC,BAND,V16A
#,R8 Group,,,,,,,
S,1,ADCBAND,FADC250,16,0,ADC,BAND,116B_L
S,1,ADCBAND,FADC250,16,1,ADC,BAND,216B_L
S,1,ADCBAND,FADC250,16,2,ADC,BAND,316B_L
S,1,ADCBAND,FADC250,16,3,ADC,BAND,416B_L
S,1,ADCBAND,FADC250,16,4,ADC,BAND,116B_R
S,1,ADCBAND,FADC250,16,5,ADC,BAND,216B_R
S,1,ADCBAND,FADC250,16,6,ADC,BAND,316B_R
S,1,ADCBAND,FADC250,16,7,ADC,BAND,416B_R
S,1,ADCBAND,FADC250,16,8,ADC,BAND,117_R
S,1,ADCBAND,FADC250,16,9,ADC,BAND,217_R
S,1,ADCBAND,FADC250,16,10,ADC,BAND,317_R
S,1,ADCBAND,FADC250,16,11,ADC,BAND,417_R
S,1,ADCBAND,FADC250,16,12,ADC,BAND,118_R
S,1,ADCBAND,FADC250,16,13,ADC,BAND,218_R
S,1,ADCBAND,FADC250,16,14,ADC,BAND,318_R
S,1,ADCBAND,FADC250,16,15,ADC,BAND,418_R
